,distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name,date,location,temp,clouds,pressure,rain,humidity,wind
546,1.39,Lyft,1543634883031,Beacon Hill,Haymarket Square,10.5,1.0,99490ab4-738b-4dbc-9888-a205df3acac5,lyft_plus,Lyft XL,December 14 2018,Haymarket Square,26.63,0.44,1034.02,,0.81,2.39
547,1.39,Lyft,1543410084730,Beacon Hill,Haymarket Square,3.0,1.0,a05116d7-4071-4d28-9152-462e803b9c00,lyft_line,Shared,December 14 2018,Haymarket Square,26.65,0.45,1034.02,,0.81,2.39
548,1.39,Lyft,1544858111418,Beacon Hill,Haymarket Square,7.0,1.0,abd390c8-580e-47ce-bec1-5a436cf6acf7,lyft,Lyft,December 14 2018,Haymarket Square,26.69,0.45,1034.02,,0.81,2.4
549,1.39,Lyft,1543846379911,Beacon Hill,Haymarket Square,27.5,1.0,e4a09d93-ad34-4751-9632-0780e05f9674,lyft_luxsuv,Lux Black XL,December 14 2018,Haymarket Square,26.76,0.45,1034.02,,0.81,2.41
550,3.23,Uber,1543425384781,Beacon Hill,Boston University,35.0,1.0,09b42fcc-447e-4563-8a5a-77d90eb11a0d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 14 2018,Boston University,26.35,0.44,1034.03,,0.81,2.39
551,3.23,Uber,1543878482055,Beacon Hill,Boston University,13.0,1.0,1db63860-6bc5-4b0e-84b7-4ad0a78e7b75,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 14 2018,Boston University,26.47,0.45,1034.02,,0.82,2.41
552,3.23,Uber,1544697004374,Beacon Hill,Boston University,,1.0,61cc8da4-12d4-4e48-8683-b089a893042e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 02 2018,Boston University,39.26,1.0,1019.52,0.0293,0.86,3.99
553,3.23,Uber,1543903383182,Beacon Hill,Boston University,13.0,1.0,709c24d1-753f-4dd6-86cf-fda8be58304e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 02 2018,Boston University,39.26,1.0,1019.53,0.0294,0.86,4.03
554,3.23,Uber,1544857803878,Beacon Hill,Boston University,23.5,1.0,a8b7ea96-ea0c-49f0-beab-c08ba95792fd,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 02 2018,Boston University,39.08,1.0,1019.5,0.0299,0.87,3.91
555,3.23,Uber,1544928011707,Beacon Hill,Boston University,23.0,1.0,b7c126d0-60db-4661-b235-0a8890642825,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 02 2018,Boston University,39.28,1.0,1019.54,0.0322,0.86,4.1
556,3.23,Uber,1543500481253,Beacon Hill,Boston University,11.0,1.0,cfc8b04b-521e-48dc-a5ff-d96d7f70b49a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 02 2018,Boston University,39.29,1.0,1019.54,0.0315,0.86,4.08
557,1.61,Uber,1543321102622,Haymarket Square,Theatre District,11.5,1.0,0ba2c7e2-192a-4543-b84a-c7a19d55806f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 02 2018,Theatre District,39.33,1.0,1019.54,0.0325,0.86,4.1
558,1.61,Uber,1543579379434,Haymarket Square,Theatre District,21.5,1.0,2deaac0d-8eb8-47b8-95f7-0058211f1cc6,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 02 2018,Theatre District,39.24,1.0,1019.54,0.0295,0.86,4.06
559,1.61,Uber,1543495982357,Haymarket Square,Theatre District,,1.0,74ce8147-0691-416c-9497-100d7d426aa9,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 02 2018,Theatre District,39.13,1.0,1019.51,0.03,0.87,3.96
560,1.61,Uber,1543274834993,Haymarket Square,Theatre District,11.5,1.0,778984e0-d039-43a3-a0f8-58d225f3c80d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 02 2018,Theatre District,39.26,1.0,1019.53,0.032,0.86,4.11
561,1.61,Uber,1544698205269,Haymarket Square,Theatre District,10.0,1.0,991b76a2-9a25-4f5a-b5a8-35de6b2fe2f8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 02 2018,Theatre District,39.19,1.0,1019.53,0.0313,0.87,4.06
562,1.61,Uber,1544935509372,Haymarket Square,Theatre District,16.5,1.0,bb3fd0ea-dd4c-42fd-bfc8-06ee57ceccb8,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 02 2018,Theatre District,39.19,1.0,1019.54,0.0294,0.86,4.05
563,1.61,Uber,1544919607849,Haymarket Square,Theatre District,28.5,1.0,e2f292a2-6591-4c6f-b26f-b9ed0523ab61,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 30 2018,Theatre District,41.78,0.15,1016.57,,0.57,2.51
564,3.3,Uber,1544845515963,Northeastern University,Financial District,10.5,1.0,0567ca96-388f-4406-95da-f5875977e1d6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 30 2018,Financial District,41.74,0.14,1016.57,,0.57,2.6
565,3.3,Uber,1543802882414,Northeastern University,Financial District,10.0,1.0,5bed73c5-432b-4077-aee2-62939869a168,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 30 2018,Financial District,41.78,0.16,1016.57,,0.57,2.46
566,3.3,Uber,1544688604996,Northeastern University,Financial District,24.0,1.0,78fe1674-d0aa-47c3-b94d-3c02b032e709,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 30 2018,Financial District,41.7,0.15,1016.57,,0.57,2.41
567,3.3,Uber,1544723408244,Northeastern University,Financial District,17.5,1.0,a417e619-f3a2-479a-9267-d5585123a7da,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 30 2018,Financial District,41.45,0.14,1016.57,,0.58,2.61
568,3.3,Uber,1545065405024,Northeastern University,Financial District,,1.0,c3f05e42-b429-4a2e-9f3a-12e079e62991,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 30 2018,Financial District,41.77,0.14,1016.57,,0.57,2.68
569,3.3,Uber,1543318041864,Northeastern University,Financial District,30.5,1.0,d18fbbbc-4f65-493b-87da-a5379aa3bc7c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 30 2018,Financial District,41.8,0.14,1016.57,,0.57,2.7
570,3.3,Uber,1543526585120,Northeastern University,Financial District,10.5,1.0,ee3fe0d5-c1fd-4d47-834d-ec7a0c370ba8,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 30 2018,Financial District,41.75,0.14,1016.57,,0.57,2.69
571,4.39,Uber,1545155709458,Financial District,Fenway,,1.0,85c84954-733a-4c39-a61a-ed3f0302a280,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 30 2018,Fenway,41.69,0.15,1016.57,,0.57,2.41
572,4.39,Uber,1543878176178,Financial District,Fenway,13.0,1.0,aa193dc9-41cf-4bb8-ae69-fa53a0809117,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 30 2018,Fenway,41.44,0.14,1016.57,,0.58,2.58
573,0.55,Uber,1544781006285,South Station,Theatre District,,1.0,0851a9dd-f738-4528-89ca-f49859a98fd2,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 30 2018,Theatre District,41.67,0.14,1016.57,,0.57,2.56
574,0.55,Uber,1543263250020,South Station,Theatre District,26.0,1.0,23d1dfa5-3c2f-4e95-8d24-a15876d95d85,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 30 2018,Theatre District,41.7,0.14,1016.57,,0.57,2.65
575,0.55,Uber,1543862880485,South Station,Theatre District,7.0,1.0,519ed505-10ea-4217-a21c-41f4e2e79bdd,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 26 2018,Theatre District,40.57,0.99,1014.86,,0.95,2.05
576,0.55,Uber,1543426327706,South Station,Theatre District,7.0,1.0,74b72f4c-28bc-4640-a427-ec60b4b11f82,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 26 2018,Theatre District,40.6,0.99,1014.86,,0.95,2.07
577,0.55,Uber,1543846979811,South Station,Theatre District,7.5,1.0,9565baa0-a36d-4ac4-9c58-59278e0613e1,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 14 2018,Theatre District,28.45,0.53,1034.51,,0.77,3.12
578,0.55,Uber,1545032708056,South Station,Theatre District,10.5,1.0,b03e77d5-53b8-4d0d-b4c2-60a6280ebac8,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 14 2018,Theatre District,28.21,0.54,1034.51,,0.78,3.04
579,0.55,Uber,1544948103318,South Station,Theatre District,16.0,1.0,eeb6e185-8e64-44b4-86bc-c2d530b9e1af,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 14 2018,Theatre District,28.55,0.52,1034.51,,0.77,3.22
580,1.3,Uber,1543351523170,Theatre District,South Station,7.0,1.0,1fde6a25-a786-4181-8dad-a4d718e4856e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 14 2018,South Station,28.62,0.52,1034.51,,0.77,3.24
581,1.3,Uber,1543617789230,Theatre District,South Station,7.0,1.0,5abe25a4-9138-49a0-8b72-a1c186253c90,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 14 2018,South Station,28.51,0.52,1034.51,,0.77,3.2
582,1.3,Uber,1544915712001,Theatre District,South Station,27.5,1.0,5ed726c2-f964-47e0-977c-c7ac1bbc77a6,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 14 2018,South Station,28.2,0.54,1034.51,,0.78,3.08
583,1.3,Uber,1543420027738,Theatre District,South Station,11.5,1.0,7113ca19-ec38-4bdc-8c5d-786178aa522f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 14 2018,South Station,28.4,0.52,1034.51,,0.78,3.21
584,1.3,Uber,1543301122192,Theatre District,South Station,6.5,1.0,8c41a080-f29b-4804-98e7-751c191bf9d4,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 14 2018,South Station,28.32,0.53,1034.51,,0.78,3.18
585,1.3,Uber,1543431908457,Theatre District,South Station,15.0,1.0,b110ff51-27fc-4afd-996c-0f241ec847b7,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,South Station,37.84,0.44,998.93,,0.7,9.35
586,1.3,Uber,1543870684654,Theatre District,South Station,,1.0,c0415425-64d9-4bc6-9a01-d7e35832e2b3,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,South Station,37.82,0.45,998.92,,0.7,9.37
587,2.84,Uber,1543836782912,Fenway,West End,10.5,1.0,12a02035-666f-40ee-a6d1-c36e0118c9f4,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 28 2018,West End,37.84,0.43,998.94,,0.7,9.24
588,2.84,Uber,1543699980998,Fenway,West End,16.0,1.0,19708da1-30f4-4a9e-b665-f990d927a300,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 28 2018,West End,37.7,0.43,998.94,,0.7,9.28
589,2.84,Uber,1543657681000,Fenway,West End,,1.0,201f571c-bf88-4d96-8efa-647a5ab49ea9,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,West End,37.93,0.45,998.91,,0.69,9.44
590,2.84,Uber,1544841904123,Fenway,West End,9.0,1.0,62d63959-ba24-4cfb-a750-6d7853a1c931,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 28 2018,West End,37.82,0.45,998.91,,0.7,9.41
591,2.84,Uber,1543671183338,Fenway,West End,33.5,1.0,b1786d09-1696-4e67-b35e-1460fd08b5ef,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 28 2018,West End,37.86,0.45,998.91,,0.7,9.42
592,2.84,Uber,1544851811434,Fenway,West End,25.0,1.0,c38bc2f5-5caf-473a-92c0-0afc072344a9,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,West End,37.79,0.45,998.91,,0.7,9.38
593,2.84,Uber,1543457207489,Fenway,West End,10.5,1.0,e9527279-7831-425a-b52c-093ac9795abd,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 28 2018,West End,37.67,0.43,998.93,,0.7,9.34
594,4.42,Uber,1543405087361,Financial District,Fenway,26.0,1.0,12b68ea8-9e8a-49b1-b5fc-368bcaff85c7,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,Fenway,37.89,0.45,998.91,,0.7,9.45
595,4.42,Uber,1544736608997,Financial District,Fenway,41.0,1.0,64938ba3-cd07-4080-9ee9-ea78f1df0f11,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 28 2018,Fenway,37.69,0.45,998.92,,0.7,9.42
596,4.42,Uber,1543434068280,Financial District,Fenway,21.5,1.0,6b1a3758-3004-4250-b3dc-d0f1ac171162,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 28 2018,Fenway,37.74,0.45,998.91,,0.7,9.37
597,4.42,Uber,1543534380700,Financial District,Fenway,10.5,1.0,75470e0e-519f-4760-9ec8-77aed9984b84,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 13 2018,Fenway,20.03,0.43,1031.07,,0.63,3.8
598,4.42,Uber,1543672676234,Financial District,Fenway,,1.0,b838eb42-d7b7-4389-9386-8cc441aed120,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 13 2018,Fenway,19.67,0.43,1031.08,,0.64,3.65
599,4.42,Uber,1543791176334,Financial District,Fenway,9.5,1.0,cba10667-58be-4bc5-be89-3dee4447bca7,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 13 2018,Fenway,20.1,0.43,1031.06,,0.64,3.84
600,4.42,Uber,1545116106114,Financial District,Fenway,10.5,1.0,db9cc95a-628d-411c-9d6b-dbce985717f0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 15 2018,Fenway,51.88,0.72,1021.59,,0.75,6.68
601,1.45,Lyft,1544867405179,North End,Beacon Hill,11.0,1.0,03164f18-7976-4a7c-a321-80c5d1e78394,lyft_plus,Lyft XL,December 15 2018,Beacon Hill,51.92,0.73,1021.6,,0.75,6.61
602,1.45,Lyft,1543463768213,North End,Beacon Hill,13.5,1.0,093124d4-50ad-4e49-9e0d-153c8a62a117,lyft_premier,Lux,December 15 2018,Beacon Hill,51.78,0.73,1021.59,,0.75,6.59
603,1.45,Lyft,1545055510161,North End,Beacon Hill,7.0,1.0,484e96f0-4753-452e-8b45-25f8e7b9d994,lyft,Lyft,December 15 2018,Beacon Hill,51.63,0.71,1021.59,,0.76,6.77
604,1.45,Lyft,1543629477998,North End,Beacon Hill,16.5,1.0,664b823c-b35b-436d-821d-99ea0684f899,lyft_lux,Lux Black,December 15 2018,Beacon Hill,51.8,0.7,1021.6,,0.75,6.8
605,1.45,Lyft,1543759977704,North End,Beacon Hill,3.5,1.0,89efb1f1-4903-44f4-bdf1-84e06dc1868c,lyft_line,Shared,December 15 2018,Beacon Hill,51.81,0.7,1021.6,,0.75,6.81
606,1.45,Lyft,1543849080947,North End,Beacon Hill,26.0,1.0,e142ecae-8cbb-42a6-b4b4-542f97fb443a,lyft_luxsuv,Lux Black XL,December 15 2018,Beacon Hill,51.84,0.71,1021.6,,0.75,6.79
607,1.79,Uber,1543608781513,Beacon Hill,North End,23.0,1.0,0fd8c7d0-fa1b-4917-a70d-bc36e52a340a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 15 2018,North End,51.91,0.73,1021.59,,0.75,6.61
608,1.79,Uber,1543236069571,Beacon Hill,North End,17.5,1.0,1fbd2f12-e70e-4999-ae3f-6baf698f64ef,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 15 2018,North End,51.66,0.71,1021.59,,0.76,6.76
609,1.79,Uber,1545084907154,Beacon Hill,North End,11.0,1.0,56f5a071-b8b4-4f13-905c-57c2720a59eb,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 02 2018,North End,51.33,1.0,1003.11,,0.92,3.63
610,1.79,Uber,1543323982006,Beacon Hill,North End,11.0,1.0,8c489b16-7441-4eb7-b3f3-4a37c6e0e22c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 02 2018,North End,51.3,1.0,1003.1,,0.92,3.62
611,1.79,Uber,1543705682231,Beacon Hill,North End,,1.0,c1d88939-70b8-4b46-a15e-028d70cf63b5,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 02 2018,North End,51.34,1.0,1003.11,,0.92,3.6
612,1.79,Uber,1543870084712,Beacon Hill,North End,10.0,1.0,da18f821-e5b5-4138-a672-71bbb39a4e32,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 02 2018,North End,51.14,1.0,1003.11,,0.93,3.63
613,1.79,Uber,1543307242121,Beacon Hill,North End,31.5,1.0,e24039ea-1ed1-4f1a-8496-442052ef0411,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 02 2018,North End,51.89,1.0,1003.1,,0.91,3.66
614,1.35,Lyft,1544734815347,Haymarket Square,Beacon Hill,5.0,1.0,2228414f-01b5-4374-aa96-2afae08c869d,lyft_line,Shared,December 02 2018,Beacon Hill,51.21,1.0,1003.1,,0.93,3.63
615,1.35,Lyft,1544707209507,Haymarket Square,Beacon Hill,9.0,1.25,2d33b3b1-5d8c-4e27-9f45-6260725e253e,lyft,Lyft,December 02 2018,Beacon Hill,51.25,1.0,1003.1,,0.93,3.64
616,1.35,Lyft,1543864987527,Haymarket Square,Beacon Hill,16.5,1.25,74a0ee6d-4e0f-4817-817d-199b0163688c,lyft_premier,Lux,December 02 2018,Beacon Hill,51.11,1.0,1003.1,,0.93,3.61
617,1.35,Lyft,1544743211967,Haymarket Square,Beacon Hill,22.5,1.25,9f62523e-0ccc-429f-a267-efe612e9a242,lyft_lux,Lux Black,December 02 2018,Beacon Hill,51.2,1.0,1003.11,,0.93,3.65
618,1.35,Lyft,1543475876197,Haymarket Square,Beacon Hill,13.5,1.25,ac6467ce-25b3-4845-8d39-4836a10bd241,lyft_plus,Lyft XL,December 02 2018,Beacon Hill,51.9,1.0,1003.1,,0.91,3.67
619,1.35,Lyft,1544687705143,Haymarket Square,Beacon Hill,32.5,1.25,d289de28-57bf-4c46-aa60-f34d2015ca02,lyft_luxsuv,Lux Black XL,December 02 2018,Beacon Hill,51.18,1.0,1003.11,,0.93,3.65
620,0.61,Uber,1544956509461,West End,Haymarket Square,10.5,1.0,1e6357b5-3a8b-4f52-9273-e047178d0030,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 02 2018,Haymarket Square,51.09,1.0,1003.1,,0.93,3.62
621,0.61,Uber,1544782507410,West End,Haymarket Square,5.5,1.0,554aa029-4af6-40ca-87d7-3a39efa620ef,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 28 2018,Haymarket Square,34.9,0.15,991.57,,0.79,6.46
622,0.61,Uber,1543229409848,West End,Haymarket Square,7.5,1.0,8327f8b5-292d-4c81-9172-23c5568e9c0d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 28 2018,Haymarket Square,34.89,0.14,991.56,,0.79,6.49
623,0.61,Uber,1544893212506,West End,Haymarket Square,7.5,1.0,9efbd310-2b78-4594-ba51-fca3e0892294,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 28 2018,Haymarket Square,34.88,0.15,991.58,,0.79,6.34
624,0.61,Uber,1543210585939,West End,Haymarket Square,26.0,1.0,b25245bc-6622-4bda-8224-d51f944ef604,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 28 2018,Haymarket Square,34.79,0.15,991.59,,0.8,6.38
625,0.61,Uber,1543638777420,West End,Haymarket Square,,1.0,e7bd604b-fda5-4f04-b1a2-97b5da879ff2,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,Haymarket Square,35.66,0.14,991.56,,0.77,6.57
626,0.61,Uber,1544928310709,West End,Haymarket Square,16.0,1.0,f522c1e8-9df1-4520-b5c7-5a6e05c4cc2a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,Haymarket Square,34.93,0.14,991.55,,0.79,6.54
627,0.49,Uber,1543768980914,North Station,Haymarket Square,15.0,1.0,a03f131a-3136-4bb3-9fd4-5926ad8f5323,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,Haymarket Square,34.96,0.14,991.55,,0.79,6.56
628,0.49,Uber,1543783380005,North Station,Haymarket Square,7.0,1.0,a140fd91-dae2-4b64-b547-04810fe5a433,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 28 2018,Haymarket Square,34.92,0.14,991.55,,0.79,6.51
629,0.49,Uber,1543884179365,North Station,Haymarket Square,,1.0,d6a08f72-43da-4fb7-8f4b-44811e9fee3d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,Haymarket Square,34.79,0.15,991.59,,0.8,6.43
630,0.39,Uber,1543555982675,South Station,Financial District,,1.0,2b54f5ad-72be-4fa1-b97a-1743a9d8488c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,Financial District,35.64,0.14,991.56,,0.77,6.58
631,0.39,Uber,1543327583792,South Station,Financial District,10.5,1.0,778e4e25-694a-4c1f-b156-b5578a07ac11,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 28 2018,Financial District,34.84,0.14,991.57,,0.8,6.53
632,0.39,Uber,1544802304347,South Station,Financial District,7.0,1.0,7d255694-2746-4c23-89da-a141649ab1a4,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 28 2018,Financial District,34.87,0.14,991.55,,0.8,6.5
633,0.39,Uber,1543555976055,South Station,Financial District,26.0,1.0,8281f045-e79e-4993-b84a-e2a038aca462,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 15 2018,Financial District,39.56,0.45,1023.96,,0.71,7.21
634,0.39,Uber,1543449907758,South Station,Financial District,16.0,1.0,933906ec-ba91-4120-900d-f46df66d9fe4,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 15 2018,Financial District,39.61,0.46,1023.95,,0.71,6.98
635,0.39,Uber,1543617187166,South Station,Financial District,5.5,1.0,a6afe999-e113-4b80-87d7-cb2059e715e8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 15 2018,Financial District,39.53,0.46,1023.95,,0.71,7.09
636,0.39,Uber,1544754008046,South Station,Financial District,7.0,1.0,da4b9ec5-2a1e-4490-93bb-5d27251dd5b5,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 15 2018,Financial District,40.82,0.44,1023.96,,0.68,7.38
637,3.8,Lyft,1544746808192,Fenway,Financial District,13.5,1.0,1a8060ba-0fb9-4a5f-98f0-c3ceb12b9dd2,lyft,Lyft,December 15 2018,Financial District,39.49,0.45,1023.97,,0.71,7.21
638,3.8,Lyft,1543234450106,Fenway,Financial District,22.5,1.0,48a922a9-a5f6-49de-ad9b-865997e1a53c,lyft_plus,Lyft XL,December 15 2018,Financial District,39.56,0.45,1023.94,,0.71,7.21
639,3.8,Lyft,1543556577500,Fenway,Financial District,42.5,1.0,4c1f503c-2411-4c59-b416-c9831f3da44b,lyft_luxsuv,Lux Black XL,December 15 2018,Financial District,40.82,0.44,1023.96,,0.68,7.41
640,3.8,Lyft,1543559281680,Fenway,Financial District,34.0,1.0,f303df24-fcdb-4c6c-8cc4-0dd850f06b7f,lyft_lux,Lux Black,December 15 2018,Financial District,39.52,0.45,1023.96,,0.72,7.33
641,3.8,Lyft,1544784012969,Fenway,Financial District,26.0,1.0,f50ccfba-0357-4f88-bf80-f84a0f149f37,lyft_premier,Lux,December 15 2018,Financial District,39.42,0.45,1023.97,,0.72,7.21
642,3.8,Lyft,1543561986011,Fenway,Financial District,9.0,1.0,faf23f55-3469-45de-99ce-78586d97193c,lyft_line,Shared,December 16 2018,Financial District,38.67,0.83,1022.54,,0.78,6.75
643,2.46,Uber,1544973004010,Beacon Hill,Fenway,10.5,1.0,11e83198-4c7a-4826-8e10-8d8f338672ea,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 16 2018,Fenway,39.97,0.83,1022.56,,0.75,7.03
644,2.46,Uber,1544769907455,Beacon Hill,Fenway,24.0,1.0,1b3411a3-4b9e-434c-91f0-1ab211c4d460,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 16 2018,Fenway,39.92,0.83,1022.56,,0.75,7.06
645,2.46,Uber,1543304001989,Beacon Hill,Fenway,16.5,1.0,25894a14-1a0b-425a-8d50-f8cba1e49b37,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 16 2018,Fenway,38.75,0.83,1022.57,,0.78,6.91
646,2.46,Uber,1544727315669,Beacon Hill,Fenway,10.5,1.0,3333090c-34cf-496d-a470-77e6c5f12084,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 26 2018,Fenway,40.41,0.92,1013.8,,0.93,2.69
647,2.46,Uber,1543303281913,Beacon Hill,Fenway,32.0,1.0,82546ca2-9fa4-41f7-a216-6e730c84d1a9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 26 2018,Fenway,40.23,0.92,1013.8,,0.94,2.78
648,2.46,Uber,1543301663827,Beacon Hill,Fenway,,1.0,c289cd89-2745-42a8-9652-168838876b85,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 26 2018,Fenway,40.68,0.9,1013.83,,0.92,1.81
649,2.46,Uber,1543476484621,Beacon Hill,Fenway,8.5,1.0,e0dc16a2-b02d-4bc6-a024-b6243ee1c2ec,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 26 2018,Fenway,40.61,0.9,1013.83,,0.93,1.86
650,2.34,Uber,1544941212674,Back Bay,North End,16.5,1.0,1cbbc43e-c958-4252-a412-29d7d706d587,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 28 2018,North End,38.55,0.57,997.68,,0.7,9.96
651,2.34,Uber,1543421485835,Back Bay,North End,23.0,1.0,1d31cdc3-cbe6-43ae-8c8f-5fc673f52d98,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,North End,38.51,0.57,997.66,,0.7,10.0
652,2.34,Uber,1543597086781,Back Bay,North End,,1.0,463e1e9e-5884-4c1e-8563-80f10f356e0d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,North End,38.54,0.57,997.69,,0.7,9.8
653,2.34,Uber,1543745878584,Back Bay,North End,9.5,1.0,864c967f-469b-4564-8d50-04340a636032,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 28 2018,North End,38.42,0.57,997.69,,0.7,9.85
654,2.34,Uber,1543290322466,Back Bay,North End,31.0,1.0,8ffd93bb-1cf8-49c6-a1ec-38e681abca3d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 28 2018,North End,38.49,0.57,997.66,,0.7,10.1
655,2.34,Uber,1544756706801,Back Bay,North End,10.5,1.0,997df745-e12b-484f-96f2-cbf65ac67471,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 28 2018,North End,38.54,0.57,997.65,,0.7,10.08
656,2.34,Uber,1543449188119,Back Bay,North End,10.5,1.0,cd6d709a-f05d-409f-969d-92343ce3217a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 28 2018,North End,38.48,0.57,997.65,,0.7,10.02
